decisionId,classe,tipoJulgamento,assuntos,competencia,relatorOriginario,dataAutuacao,dataJulgamento,numeroProcesso,inteiroTeorPath
1697,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Auxílio-Doença Previdenciário, Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Constrição / Penhora / Avaliação / Indisponibilidade de Bens, Liquidação / Cumprimento / Execução, DIREITO PROCESSUAL CIVIL E DO TRABALHO, Execução Previdenciária, Liquidação / Cumprimento / Execução, DIREITO PROCESSUAL CIVIL E DO TRABALHO, Extinção da Execução, Liquidação / Cumprimento / Execução, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Previdenciário,FLAVIA HEINE PEIXOTO,22/08/2024,14/11/2024,5063611-27.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1697.pdf
1698,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ALESSANDRA BELFORT BUENO,22/08/2024,06/11/2024,5063575-82.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1698.pdf
1699,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE, Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,22/08/2024,11/09/2024,5063509-05.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1699.pdf
1700,RECURSO CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,22/08/2024,19/03/2025,5063505-65.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1700.pdf
1701,RECURSO CÍVEL,Embargos de Declaração,"Gratificação de Desempenho de Atividade do Seguro Social - GDASS, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,22/08/2024,25/02/2025,5063462-31.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1701.pdf
1702,RECURSO CÍVEL,Julgamento Principal,"Gratificação de Desempenho de Atividade do Seguro Social - GDASS, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,22/08/2024,04/02/2025,5063462-31.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1702.pdf
1703,RECURSO CÍVEL,Julgamento Principal,"Gratificação de Desempenho de Atividade do Seguro Social - GDASS, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,22/08/2024,26/02/2025,5063461-46.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1703.pdf
1704,RECURSO CÍVEL,Embargos de Declaração,"Gratificação de Desempenho de Atividade do Seguro Social - GDASS, Gratificações Por Atividades Específicas, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,22/08/2024,12/03/2025,5063461-46.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1704.pdf
1705,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Registrado na ANVISA, Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CYNTIA LEITE MARQUES,21/08/2024,24/09/2024,5063292-59.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1705.pdf
1706,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Sistema Único de Saúde (SUS), Pública, DIREITO DA SAÚDE",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,21/08/2024,24/09/2024,5063260-54.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1706.pdf
1707,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Incidência sobre Aposentadoria, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,21/08/2024,28/08/2024,5063248-40.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1707.pdf
1708,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Julgamento Principal,"Inclusão Indevida em Cadastro de Inadimplentes, Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",JEF Cível,CYNTIA LEITE MARQUES,21/08/2024,10/12/2024,5004797-62.2024.4.02.5120,outputs\runs\run-20260613T194355128632Z\data\decisions\1708.pdf
1709,RECURSO CÍVEL,Julgamento Principal,"Retido na fonte, IRPJ/Imposto de Renda de Pessoa Jurídica, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,21/08/2024,02/10/2024,5063209-43.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1709.pdf
1710,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CYNTIA LEITE MARQUES,21/08/2024,25/03/2025,5063136-71.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1710.pdf
1711,RECURSO CÍVEL,Julgamento Principal,"Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,21/08/2024,19/03/2025,5063132-34.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1711.pdf
1712,Cumprimento de Sentença (JEF),Julgamento Principal,"PIS/PASEP, Organização Político-administrativa / Administração Pública, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Cível,ALESSANDRA BELFORT BUENO,21/08/2024,11/12/2024,5063119-35.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1712.pdf
1713,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Julgamento Principal,"Devolução de contribuições previdenciárias pagas além do teto, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO",JEF Tributária,CYNTIA LEITE MARQUES,21/08/2024,01/10/2024,5063108-06.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1713.pdf
1714,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Cota para Ingresso - Ações Afirmativas, ACESSO, DIREITO À EDUCAÇÃO",JEF Recurso Cível,PABLO COELHO CHARLES GOMES,21/08/2024,11/12/2024,5027702-30.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\1714.pdf
1715,Cumprimento de Sentença contra Fazenda Pública (JEF),Julgamento Principal,"Empréstimo consignado, Bancários, Contratos de Consumo, DIREITO DO CONSUMIDOR",JEF Cível,CYNTHIA LEITE MARQUES,21/08/2024,28/01/2025,5027688-46.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\1715.pdf
1716,RECURSO CÍVEL,Julgamento Principal,"Reajuste de Remuneração, Soldo, Proventos ou Pensão, Militar, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,KARLA NANCI GRANDO,21/08/2024,19/02/2025,5063085-60.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1716.pdf
1717,RECURSO CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CYNTIA LEITE MARQUES,21/08/2024,18/02/2025,5063070-91.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1717.pdf
1718,RECURSO CÍVEL,Embargos de Declaração,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CYNTIA LEITE MARQUES,21/08/2024,11/03/2025,5063070-91.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1718.pdf
1719,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL, Inclusão Indevida em Cadastro de Inadimplentes, Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,21/08/2024,18/09/2024,5063059-62.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1719.pdf
1720,RECURSO CÍVEL,Julgamento Principal,"FGTS/Fundo de Garantia do Tempo de Serviço, Contribuições Especiais, Contribuições, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,LEONARDO MARQUES LESSA,21/08/2024,06/12/2024,5003927-71.2024.4.02.5005,outputs\runs\run-20260613T194355128632Z\data\decisions\1720.pdf
1721,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CYNTIA LEITE MARQUES,21/08/2024,01/10/2024,5063025-87.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1721.pdf
1722,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CASSIO MURILO MONTEIRO GRANZINOLI,21/08/2024,18/03/2025,5008846-06.2024.4.02.5102,outputs\runs\run-20260613T194355128632Z\data\decisions\1722.pdf
1723,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,21/08/2024,26/03/2025,5063021-50.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1723.pdf
1724,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,FABRICIO FERNANDES DE CASTRO,21/08/2024,15/10/2024,5063019-80.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1724.pdf
1725,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,21/08/2024,05/02/2025,5063007-66.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1725.pdf
1726,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Averbação/Cômputo/Conversão de tempo de serviço especial, Tempo de serviço, DIREITO PREVIDENCIÁRIO, Aposentadoria por Tempo de Contribuição (Art. 55/6), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,21/08/2024,11/09/2024,5005329-24.2023.4.02.5103,outputs\runs\run-20260613T194355128632Z\data\decisions\1726.pdf
1727,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Julgamento Principal,"PIS/PASEP, Organização Político-administrativa / Administração Pública, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,20/08/2024,26/11/2024,5010354-60.2024.4.02.5110,outputs\runs\run-20260613T194355128632Z\data\decisions\1727.pdf
1728,RECURSO CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,20/08/2024,25/03/2025,5062918-43.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1728.pdf
1729,RECURSO CÍVEL,Julgamento Principal,"Salário-Educação, Contribuições Sociais, Contribuições, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CYNTHIA LEITE MARQUES,20/08/2024,18/02/2025,5027619-14.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\1729.pdf
1730,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,20/08/2024,18/09/2024,5062840-49.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1730.pdf
1731,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,FRANCISCO DE ASSIS BASILIO DE MORAES,20/08/2024,22/11/2024,5027595-83.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\1731.pdf
1732,RECURSO CÍVEL,Julgamento Principal,"Idoso, Benefício Assistencial (Art. 203,V CF/88), DIREITO ASSISTENCIAL",JEF Recurso Assistencial,VIVIANY DE PAULA ARRUDA,20/08/2024,26/02/2025,5005643-33.2024.4.02.5006,outputs\runs\run-20260613T194355128632Z\data\decisions\1732.pdf
1733,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,20/08/2024,18/02/2025,5062839-64.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1733.pdf
1734,RECURSO CÍVEL,Julgamento Principal,"RMI - Renda Mensal Inicial, RMI - Renda Mensal Inicial, Reajustes e Revisões Específicas, DIREITO PREVIDENCIÁRIO, Averbação/Cômputo/Conversão de tempo de serviço especial, Tempo de serviço, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,ALEXANDRE DA SILVA ARRUDA,20/08/2024,13/02/2025,5002153-67.2024.4.02.5114,outputs\runs\run-20260613T194355128632Z\data\decisions\1734.pdf
1735,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,20/08/2024,11/12/2024,5062824-95.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1735.pdf
1736,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Consulta, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,20/08/2024,08/10/2024,5062809-29.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1736.pdf
1737,RECURSO CÍVEL,Julgamento Principal,"Práticas Abusivas, DIREITO DO CONSUMIDOR, Irregularidade no atendimento, DIREITO DO CONSUMIDOR",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,20/08/2024,26/02/2025,5062766-92.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1737.pdf
1738,RECURSO CÍVEL,Julgamento Principal,"Indenização por Dano Moral, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Indenização por Dano Material, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Obrigação de Fazer / Não Fazer, Liquidação / Cumprimento / Execução, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,20/08/2024,25/02/2025,5062763-40.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1738.pdf
1739,RECURSO CÍVEL,Julgamento Principal,"Auxílio-Doença Previdenciário, Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,LEONARDO MARQUES LESSA,20/08/2024,25/03/2025,5027579-32.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\1739.pdf
1740,RECURSO CÍVEL,Julgamento Principal,"Auxílio-Moradia, Diárias e Outras Indenizações, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,20/08/2024,18/03/2025,5006521-55.2024.4.02.5103,outputs\runs\run-20260613T194355128632Z\data\decisions\1740.pdf
1741,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ALESSANDRA BELFORT BUENO,20/08/2024,19/02/2025,5062701-97.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1741.pdf
1742,RECURSO CÍVEL,Julgamento Principal,"Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,20/08/2024,26/02/2025,5062687-16.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1742.pdf
1743,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,KARLA NANCI GRANDO,20/08/2024,19/02/2025,5062657-78.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1743.pdf
1744,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Isenção, Limitações ao Poder de Tributar, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,20/08/2024,13/11/2024,5062641-27.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1744.pdf
1745,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,20/08/2024,12/02/2025,5062628-28.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1745.pdf
1746,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Consulta, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE, Cirurgia, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,KARLA NANCI GRANDO,20/08/2024,02/10/2024,5062604-97.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1746.pdf
1747,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,20/08/2024,22/01/2025,5062590-16.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1747.pdf
1748,RECURSO CÍVEL,Julgamento Principal,"Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,20/08/2024,18/02/2025,5006298-60.2024.4.02.5117,outputs\runs\run-20260613T194355128632Z\data\decisions\1748.pdf
1749,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Julgamento Principal,"Auxílio-Doença Previdenciário, Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Concessão, Pedidos Genéricos Relativos aos Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Aposentadoria por Invalidez (Art. 42/7), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Benefício p incapacidade,ALEXANDRE DA SILVA ARRUDA,20/08/2024,28/11/2024,5004035-58.2024.4.02.5116,outputs\runs\run-20260613T194355128632Z\data\decisions\1749.pdf
1750,RECURSO CÍVEL,Julgamento Principal,"Conselhos Regionais de Fiscalização Profissional e Afins, Organização Político-administrativa / Administração Pública, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,20/08/2024,19/02/2025,5062582-39.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1750.pdf
1751,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,KARLA NANCI GRANDO,20/08/2024,04/12/2024,5062577-17.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1751.pdf
1752,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,20/08/2024,11/12/2024,5062570-25.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1752.pdf
1753,RECURSO CÍVEL,Julgamento Principal,"Deficiente, Benefício Assistencial (Art. 203,V CF/88), DIREITO ASSISTENCIAL",JEF Recurso Assistencial,VIVIANY DE PAULA ARRUDA,20/08/2024,21/02/2025,5005615-65.2024.4.02.5006,outputs\runs\run-20260613T194355128632Z\data\decisions\1753.pdf
1754,RECURSO CÍVEL,Julgamento Principal,"Gratificação Natalina/13º Salário, Contribuições Previdenciárias, Contribuições, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,20/08/2024,19/02/2025,5006497-27.2024.4.02.5103,outputs\runs\run-20260613T194355128632Z\data\decisions\1754.pdf
1755,RECURSO CÍVEL,Julgamento Principal,"Incapacidade Laborativa Temporária, Auxílio-Acidente (Art. 86), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,VIVIANY DE PAULA ARRUDA,20/08/2024,26/02/2025,5027472-85.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\1755.pdf
1756,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CASSIO MURILO MONTEIRO GRANZINOLI,20/08/2024,11/03/2025,5062535-65.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1756.pdf
1757,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,20/08/2024,03/12/2024,5062534-80.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1757.pdf
1758,RECURSO CÍVEL,Julgamento Principal,"Indenização / Terço Constitucional, Férias, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,20/08/2024,05/11/2024,5062528-73.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1758.pdf
1759,RECURSO CÍVEL,Julgamento Principal,"Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL, Indenização por dano material, Responsabilidade civil, DIREITO CIVIL, Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR, Indenização por Dano Material, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",JEF Recurso Cível,KELLY CRISTINA OLIVEIRA COSTA,20/08/2024,19/02/2025,5005606-06.2024.4.02.5006,outputs\runs\run-20260613T194355128632Z\data\decisions\1759.pdf
1760,RECURSO CÍVEL,Julgamento Principal,"Aposentadoria por Tempo de Contribuição (Art. 55/6), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,VIVIANY DE PAULA ARRUDA,20/08/2024,13/03/2025,5005605-21.2024.4.02.5006,outputs\runs\run-20260613T194355128632Z\data\decisions\1760.pdf
1761,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,MICHELLE BRANDÃO DE SOUSA PINTO,20/08/2024,11/09/2024,5062503-60.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1761.pdf
1762,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Cirurgia, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,19/08/2024,11/09/2024,5062488-91.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1762.pdf
1763,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Auxílio-Acidente (Art. 86), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,19/08/2024,23/09/2024,5002865-07.2021.4.02.5003,outputs\runs\run-20260613T194355128632Z\data\decisions\1763.pdf
1764,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Auxílio-Acidente (Art. 86), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,19/08/2024,30/08/2024,5002865-07.2021.4.02.5003,outputs\runs\run-20260613T194355128632Z\data\decisions\1764.pdf
1765,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,19/08/2024,17/12/2024,5062461-11.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1765.pdf
1766,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,19/08/2024,27/11/2024,5062453-34.2024.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\1766.pdf
1767,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Retido na fonte, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Incidência sobre Férias Compensadas, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CYNTHIA LEITE MARQUES,19/08/2024,11/03/2025,5027424-29.2024.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\1767.pdf
