temaNumero,situacaoTema,ramoDireito,questaoSubmetidaJulgamento,teseFirmada,numeroProcesso,dataDecisaoAfetacao,relator,dataJulgamento,dataPublicacaoAcordao,transitoJulgado,pdfPath
310,Julgado,DIREITO PREVIDENCIÁRIO,"Para fins de enquadramento de segurado de baixa renda em pedido de auxílio-reclusão, o cálculo da renda média do segurado recluso deve considerar a soma dos salários de contribuição vertidos no período de 12 meses anteriores à prisão, divididos pelo divisor 12, ou se admite a redução do divisor, caso não tenha havido, nesse período, algum mês sem recolhimento de contribuição?","A partir da vigência da Medida Provisória 871/2019, convertida na Lei 13.846/2019, a aferição da renda para enquadramento do segurado como baixa renda, visando à concessão de auxílio-reclusão, dá-se pela média dos salários de contribuição apurados no período de 12 meses anteriores ao mês do recolhimento à prisão, computando-se no divisor apenas o número de salários de contribuição efetivamente existentes no período.",PEDILEF 5027480-64.2020.4.04.7000 /PR,06/10/2022,Juiz Federal Francisco Glauber Pessoa Alves,19/04/2023,20/04/2023 18/08/2023 (ED),20/09/2023,outputs\runs\run-20260614T135519671765Z\data\themes\tema-310.pdf
311,Julgado,DIREITO TRIBUTÁRIO,Possibilidade de condicionar a repetição de indébito à modalidade de tributação (completa ou simplificada) apresentada pelo contribuinte.,"A repetição do indébito tributário oriundo da dedução das contribuições da base de cálculo do imposto sobre a renda do assistido, destinadas a entidade de previdência privada, é devida independentemente do modelo de declaração (completo ou simplificado) apresentado pelo contribuinte nos exercícios anteriores, sempre observado o limite de 12% sobre o total de rendimentos recebidos no exercício respectivo.",PEDILEF 5007219-06.2020.4.02.5102/RJ,06/10/2022,Juiz Federal Francisco Glauber Pessoa Alves,19/04/2023,28/04/2023 18/08/2023 (ED),20/09/2023,outputs\runs\run-20260614T135519671765Z\data\themes\tema-311.pdf
312,Julgado,DIREITO TRIBUTÁRIO,Saber se o abono PCR está sujeito à incidência do imposto de renda das pessoas físicas - IRPF.,"A verba denominada ‘abono PCR’, paga pela Petrobras aos seus funcionários como forma de estimular a migração de plano de carreira se sujeita à incidência do imposto sobre a renda.",PEDILEF 5093930-80.2021.4.02.5101/RJ,10/11/2022,Juíza Federal Luciane Merlin Clève Kravetz,17/05/2023,19/05/2023 14/12/2023,15/02/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-312.pdf
313,Julgado,DIREITO ADMINISTRATIVO,"Saber se a suspensão da prova de concurso para cargo público da Polícia Civil do Estado do Paraná, por força da pandemia da Covid 19, é suficiente para a caracterização do dano moral do candidato.","A suspensão da prova de concurso público para provimento de cargos da Polícia Civil do Estado do Paraná, em meio à pandemia da Covid-19, pode levar à responsabilidade da Universidade Federal do Paraná - UFPR, organizadora do certame, à compensação de dano moral, se comprovada a grave exposição do candidato à contaminação, pela frequência a locais públicos, como aeroportos e rodoviárias, com grande quantidade de pessoas e ampla circulação do vírus.",PEDILEF 0000436-65.2021.4.05.8400/RN,10/11/2022,Juíza Federal Luciane Merlin Clève Kravetz,17/05/2023,17/05/2023,RE admitido (RE 1455038/DF),outputs\runs\run-20260614T135519671765Z\data\themes\tema-313.pdf
314,Julgado,DIREITO ADMINISTRATIVO,Saber se é válida a cláusula de seguro habitacional que exclui da cobertura securitária os vícios de construção.,"(1) À luz dos parâmetros da boa-fé objetiva e da função social do contrato, os vícios estruturais de construção estão acobertados pelo seguro habitacional, sendo nula cláusula em contrário. (2) Desde que o sinistro tenha ocorrido no período de vigência contratual, a cobertura securitária prolonga-se no tempo, de modo a abranger os vícios descobertos após a extinção do contrato (vícios ocultos).",PEDILEF 5005261-71.2013.4.04.7010/PR,10/11/2022 15/03/2023,Juiz Federal Francisco Glauber Pessoa Alves,14/06/2023,16/06/2023 19/09/2023,25/10/2023,outputs\runs\run-20260614T135519671765Z\data\themes\tema-314.pdf
315,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se, nos casos de ausência de pedido de prorrogação, o início dos efeitos financeiros do auxílio-acidente, decorrente da cessação do auxílio-doença, deve ser fixado na data da citação válida ou no dia seguinte ao da cessação do auxílio-doença.","A data do início do benefício de auxílio-acidente é o dia seguinte à data da cessação do benefício de auxílio por incapacidade temporária, que lhe deu origem, independentemente de pedido de prorrogação deste ou de pedido específico de concessão do benefício de auxílio-acidente, nos termos do art. 86, § 2º, da Lei 8.213/91, observada a prescrição quinquenal dos valores atrasados.",PEDILEF 5063339-35.2020.4.04.7100/RS,10/11/2022,Juiz Federal Francisco Glauber Pessoa Alves - para acórdão: Juíza Federal Lilian Oliveira da Costa Tourinho,18/10/2023,26/10/2023,24/04/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-315.pdf
316,Julgado,DIREITO ADMINISTRATIVO,"Definir os efeitos da interrupção da prescrição operada por anterior ação coletiva sobre a propositura de ação individual que tenha por objeto a obtenção de diferenças relativas ao reajuste de 47,11% (adiantamento de PCCS reconhecido pela Justiça do Trabalho), no período de 01/1991 a 08/1992.","O termo inicial do prazo prescricional para que os servidores busquem, na Justiça Federal, o reconhecimento do direito ao recebimento da diferença remuneratória decorrente do Plano de Cargos e Salários – PCCS previsto na Lei nº 7.686/88, relativamente ao período estatutário iniciado com a Lei nº 8.112/90, é a data do trânsito em julgado ou da preclusão da decisão que, na Justiça do Trabalho, reconhece a sua incompetência.",PEDILEF 0006968-36.2018.4.01.3400/DF,10/11/2022,Juiz Federal Odilon Romano Neto,14/06/2023,16/06/2023,18/07/2023,outputs\runs\run-20260614T135519671765Z\data\themes\tema-316.pdf
317,Julgado,DIREITO PREVIDENCIÁRIO,"A menção à técnica da dosimetria ou ao dosímetro no PPP é suficiente para se concluir pela observância das determinações da Norma de Higiene Ocupacional (NHO-01) da FUNDACENTRO e/ou da NR-15, nos termos do Tema 174 da TNU?","(i) A menção à técnica da dosimetria ou ao dosímetro no PPP enseja a presunção relativa da observância das determinações da Norma de Higiene Ocupacional (NHO-01) da FUNDACENTRO e/ou da NR-15, para os fins do Tema 174 desta TNU; (ii) Havendo fundada dúvida acerca das informações constantes do PPP ou mesmo omissão em seu conteúdo, à luz da prova dos autos ou de fundada impugnação da parte, de se desconsiderar a presunção do regular uso do dosímetro ou da dosimetria e determinar a juntada aos autos do laudo técnico respectivo, que certifique a correta aplicação da NHO 01 da FUNDACENTRO ou da NR 15, anexo 1 do MTb.",PEDILEF 5000648-28.2020.4.02.5002/ES,10/11/2022,Juíza Federal Paula Emília Moura Aragão de Sousa Brasil,26/06/2024,02/07/2024,ED opostos,outputs\runs\run-20260614T135519671765Z\data\themes\tema-317.pdf
318,Sobrestado,DIREITO PREVIDENCIÁRIO,"Definir se os benefícios de aposentadoria por incapacidade permanente, sob a vigência da EC nº 103/2019, devem ser concedidos ou revistos, de forma a se afastar a forma de cálculo prevista no art. 26, §2º, III, da EC nº 103/2019, ao argumento de que seria inconstitucional.","Aguardando julgamento das ADIs 6.254, 6.255, 6.256, 6.258, 6.271, 6.279, 6.289, 6.361, 6.367, 6.384, 6.385 e 6.916 pelo STF.",PEDILEF 5000742-54.2021.4.04.7016/PR,15/02/2023,Juiz Federal Odilon Romano Neto,07/02/2024 (sobrestamento),09/02/2024,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-318.pdf
319,Julgado,DIREITO ADMINISTRATIVO,"Definir se, para se reconhecer o regular recolhimento de contribuição previdenciária, na condição de segurado especial pescador artesanal, é suficiente a apresentação de uma única Guia de Recolhimento, no valor mínimo, englobando oito competências retroativas, sem apontamento da base de cálculo ou alusão à venda de pescado.","Para fins de seguro-desemprego do pescador profissional artesanal que comercializou sua produção com pessoas físicas, no biênio 2016/2017, ora discutido, o recolhimento da contribuição previdenciária pode ser comprovado mediante apresentação de uma única Guia da Previdência Social (GPS) vinculada à sua matrícula CEI, no valor mínimo (R$10,50) e com competências retroativas agregadas, ressalvada a competência dos órgãos de fiscalização tributária.",PEDILEF 0008090-23.2019.4.01.3700/MA,15/02/2023,Juiz Federal Odilon Romano Neto,04/09/2024,05/09/2024,08/10/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-319.pdf
320,Julgado,DIREITO TRIBUTÁRIO,"Definir se, para se reconhecer o dever de recolher a contribuição salário-educação pelo produtor rural pessoa física que, simultaneamente, é sócio de pessoa jurídica do ramo agropecuário, é necessário prévio procedimento fiscal, a fim de se comprovar o planejamento fiscal abusivo.","A inscrição do produtor rural no cadastro CNPJ, como sócio de pessoa jurídica no ramo agropecuário, em concomitância à sua inscrição como pessoa física, é suficiente para sujeitá-lo ao pagamento da contribuição salário-educação sobre a folha de salários vinculada à sua inscrição como pessoa física, independentemente de prévio procedimento fiscal tendente a demonstrar eventual planejamento fiscal abusivo.",PEDILEF 5001561-27.2021.4.04.7004/PR,15/02/2023 13/03/2024 (ED),Juiz Federal Odilon Romano Neto,16/08/2023,17/08/2023 14/03/2024,PUIL nº 4397/DF,outputs\runs\run-20260614T135519671765Z\data\themes\tema-320.pdf
321,Julgado,DIREITO TRIBUTÁRIO,"Saber se a isenção de imposto de renda sobre os proventos de aposentadoria ou reforma compreende as pessoas portadoras do vírus da imunodeficiência humana – HIV, ainda que assintomáticas, ou seja, não desenvolvam a síndrome da imunodeficiência humana – SIDA/AIDS.","A isenção de imposto de renda sobre os proventos de aposentadoria, reforma ou pensão compreende as pessoas portadoras do vírus da imunodeficiência humana - HIV, ainda que assintomáticas, ou seja, não desenvolvam a síndrome da imunodeficiência humana - SIDA/AIDS, porquanto inexigível a contemporaneidade dos sintomas da doença ou sua recidiva.",PEDILEF 5022195-61.2018.4.04.7000/PR,15/03/2023,Juiz Federal Neian Milhomem Cruz,16/08/2023,16/08/2023,29/11/2023,outputs\runs\run-20260614T135519671765Z\data\themes\tema-321.pdf
322,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se devem ser computados os valores percebidos a título de auxílio-acidente no período básico de cálculo (PBC) da aposentadoria por idade rural do segurado especial, para fins de incremento da renda mensal inicial (RMI), independentemente do recolhimento de contribuições facultativas.","Devem ser computados os valores percebidos a título de auxílio-acidente no período básico de cálculo (PBC) da aposentadoria por idade rural do segurado especial, para fins de incremento da renda mensal inicial (RMI), independentemente do recolhimento de contribuições facultativas, a teor do inciso II do artigo 34 da Lei n. 8.213/91, excetuadas as hipóteses de cumulação de benefícios contempladas na Súmula 507 do STJ.",PEDILEF 5014634-54.2021.4.04.7202/SC,15/03/2023,Juíza Federal Luciana Ortiz Tavares Costa Zanoni,22/11/2023,24/11/2023,29/01/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-322.pdf
323,Em Julgamento,DIREITO PREVIDENCIÁRIO,"Saber quais informações devem constar no documento técnico para possibilitar o reconhecimento da atividade especial desempenhada com exposição ao agente físico calor, notadamente se é imprescindível a indicação da taxa de metabolismo média ponderada para uma hora de atividade do segurado (Kcal/h)",,PEDILEF 0510577-41.2020.4.05.8200/PB,15/03/2023,Juiz Federal Rodrigo Rigamonte Fonseca,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-323.pdf
324,Julgado,DIREITO TRIBUTÁRIO,"Saber se há possibilidade de dedução integral da base de cálculo do Imposto de Renda, como despesa médica, dos gastos relativos à instrução de pessoa com deficiência física, mental ou cognitiva, mesmo que esteja matriculada em instituição de ensino regular.","São integralmente dedutíveis da base de cálculo do Imposto de Renda, como despesa médica, os gastos relativos à instrução de pessoa com deficiência física, mental ou cognitiva, mesmo que esteja matriculada em instituição de ensino regular.",PEDILEF 0514628-40.2021.4.05.8013/AL,15/03/2023,Juiz Federal Leonardo Augusto de Almeida Aguiar,18/10/2023,23/10/2023,28/11/2023,outputs\runs\run-20260614T135519671765Z\data\themes\tema-324.pdf
325,Julgado,DIREITO ADMINISTRATIVO,"Saber se o descumprimento do art. 4º, § 5º da Lei 6.932/1981, que impõe às instituições de saúde responsáveis por programas de residência médica o dever de oferecer aos residentes alimentação e moradia no decorrer do período de residência, enseja medidas que assegurem o resultado prático equivalente ou a conversão em perdas e danos.","Até que sobrevenha a regulamentação do inciso III do §5º do art. 4º da Lei 6.932/81, e independentemente de prévio requerimento administrativo e da renda, o médico residente possui direito ao auxílio-moradia, fixado em 30% do valor bruto da bolsa mensal, se a ele não for fornecida in natura a moradia.",PEDILEF 0001248-73.2022.4.05.8400/RN,19/04/2023 16/08/2023 (ED),Juiz Federal Francisco Glauber Pessoa Alves - Relator para acórdão: Juiz Federal Tales Krauss Queiroz,07/08/2024,12/08/2024 16/10/2024 (ED),25/11/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-325.pdf
326,Em Julgamento,DIREITO ADMINISTRATIVO,"Definir se o INSS é civilmente responsável nas hipóteses em que se realizam descontos de contribuições associativas em benefício previdenciário sem autorização do segurado, bem como se, em caso positivo, quais os limites e as condições para caracterização dessa responsabilidade.",,PEDILEF 0517143-49.2019.4.05.8100/CE PEDILEF 5001931-18.2022.4.04.7118/RS,19/04/2023 15/09/2023,Juiz Federal Odilon Romano Neto,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-326.pdf
327,Julgado,DIREITO PREVIDENCIÁRIO,Saber se constitui início de prova material do exercício de atividade rural a documentação em nome do cônjuge que o qualifica como empregado rural para fins de concessão de benefício previdenciário na condição de segurado especial.,Constitui início de prova material do exercício de atividade rural a documentação em nome do cônjuge ou companheiro que o qualifica como empregado rural para fins de concessão de benefício previdenciário na condição de segurado especial.,PEDILEF 0040819-60.2014.4.01.3803/MG,19/04/2023,Juíza Federal Luciana Ortiz Tavares Costa Zanoni,06/11/2024,07/11/2024,11/12/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-327.pdf
328,Julgado,DIREITO ADMINISTRATIVO,"Definir se o prazo prescricional de um ano previsto no art. 14 da Medida Provisória nº 1.039/2021 subsiste após o término da vigência de referida medida provisória, sem conversão em lei ou edição de decreto legislativo.","O prazo prescricional de um ano, previsto no art. 14 da Medida Provisória nº 1.039/2021, aplica-se aos pedidos de concessão do auxílio emergencial originário, do auxílio residual e do auxílio emergencial 2021, resguardadas as situações jurídicas já alcançadas pela definitividade.",PEDILEF 0505957-94.2022.4.05.8400/RN,17/5/2023,Juiz Federal Odilon Romano Neto;  relator para o acórdão Juiz Federal Giovani Bigolin,17/04/2024,18/04/2024,RE1517308/RN,outputs\runs\run-20260614T135519671765Z\data\themes\tema-328.pdf
329,Julgado,DIREITO TRIBUTÁRIO,Saber se há ou não incidência de imposto de renda sobre valores recebidos a título de extinção de contrato de representação comercial mediante distrato (resilição bilateral do contrato).,"1- A verba paga pelo representado ao representante comercial a título de indenização por força da extinção do contrato de representação comercial por vontade dos dois contratantes (resilição bilateral) tem o objetivo de reparar eventual dano patrimonial acarretado, detendo caráter indenizatório e sobre ela não incide imposto de renda. 2- O art. 27, alínea 'j', da Lei n° 4.886, de 09 de dezembro de 1965, com redação dada pela Lei nº 8.420, de 8.5.1992 aplica-se, pois, a extinção contratual unilateral sem motivo justificado ou a dissolução do contrato pela resilição bilateral.",PEDILEF 0003563-65.2020.4.03.6342/SP,17/5/2023,Juíza Federal Lílian Oliveira da Costa Tourinho,13/03/2024,18/03/2024,24/04/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-329.pdf
330,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se há direito à opção pela filha maior e solteira entre a pensão por morte temporária por ela auferida, prevista na Lei nº 3.373/58, e os vencimentos decorrentes de cargo público permanente de que é titular.",É ilegal o cancelamento do benefício de pensão por morte temporária da filha maior de 21 (vinte e um) anos e solteira sem que lhe seja garantido o exercício prévio do direito à opção entre a pensão por morte temporária prevista na Lei nº 3.373/58 e os vencimentos decorrentes de cargo público permanente.,PEDILEF 0000264-40.2018.4.01.3001/RO,14/06/2023,Juíza Federal Lilian Oliveira da Costa Tourinho,07/08/2024,08/08/2024,10/09/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-330.pdf
331,Julgado,DIREITO ADMINISTRATIVO,"Determinar se, no caso de movimentações bancárias fraudulentas realizadas por terceiro, mediante uso de cartão magnético e senha pessoal do correntista, pode caracterizar falha de segurança do banco, apta a afastar a excludente de responsabilidade do art. 14, § 3º, inciso II, do Código de Defesa do Consumidor, a ausência de verificação da autenticidade das referidas movimentações, quando atípicas e/ou suspeitas em relação ao perfil do correntista.","1. O uso indevido de cartão de débito ou crédito por terceiro, mediante fraude, constitui, em regra, fortuito interno para os fins da Súmula 479/STJ, salvo se comprovada culpa exclusiva do consumidor ou de terceiro (art. 14, § 3º, inciso II, do Código de Defesa do Consumidor). 2. Em princípio, a realização de operação com o uso de cartão e senha descaracteriza a responsabilidade do banco por configurar quebra do dever contratual de cuidado do cliente. 3. Todavia, não se configura a excludente de responsabilidade se, independentemente de prévia comunicação da ocorrência pelo titular do cartão, (i) as circunstâncias em que as operações foram realizadas e o perfil do consumidor revelarem fortes indícios de fraude detectáveis pelo banco; ou (ii) não restar claramente demonstrado o descumprimento consciente, pelo consumidor, do dever contratual de cuidado no uso do cartão, seja em razão do grau de sofisticação dos meios de engenharia social empregados pelos fraudadores, seja pela condição de hipervulnerabilidade da vítima.",PEDILEF 5008761-19.2020.4.04.7102/RS,14/06/2023,Juiz Federal Caio Moysés de Lima,07/08/2024,12/08/2024,13/09/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-331.pdf
332,Julgado,DIREITO ADMINISTRATIVO,"Saber se o Bônus de Eficiência e Produtividade na Atividade Tributária e Aduaneira, criado pela Lei nº 13.464/2017 em benefício dos auditores-fiscais e analistas tributários da ativa, deve ser pago integralmente aos servidores aposentados e pensionistas. Em caso de reconhecimento do direito à integralidade, saber se tal garantia: (a) abrange todos os pensionistas e aposentados da carreira, ou somente aqueles que têm a garantia constitucional da paridade remuneratória (direito adquirido antes da EC 41/2003); (b) se estende apenas até o momento em que o valor global do Bônus passar a ser definido pelo índice de eficiência institucional de que trata o § 2º do art. 6º. da Lei 13.464/2017, ou se será devida mesmo após tal momento.","O Bônus de Eficiência e Produtividade na Atividade Tributária e Aduaneira, instituído pela Lei nº 13.464/2017 aos auditores-fiscais e analistas tributários da ativa, deve ser pago integralmente aos servidores aposentados e pensionistas, enquanto vigente a paridade entre ativos e inativos no regime constitucional, respeitado o direito adquirido antes da EC 41/2003, observada a EC 45/2005, até a efetiva implementação do índice de eficiência institucional da Secretaria Especial da Receita Federal do Brasil, ocorrida em março de 2024.",PEDILEF 0025732-36.2019.4.01.3400/DF,14/06/2023,Juiz Federal Leonardo Augusto de Almeida Aguiar - Relatora para acórdão: Juíza Federal Luciana Ortiz Tavares Costa Zanoni,07/08/2024,09/08/2024,24/03/2025,outputs\runs\run-20260614T135519671765Z\data\themes\tema-332.pdf
333,Em Julgamento,DIREITO TRIBUTÁRIO,"Se diante da retenção do IRRF pela fonte pagadora, esta assume a responsabilidade pelo pagamento do imposto de renda aos cofres públicos, haverá exclusão da responsabilidade do contribuinte pelo repasse?",,PEDILEF 0005167-44.2018.4.03.6338/SP,16/08/2023,Juiz Federal Nagibe de Melo Jorge Neto,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-333.pdf
334,Julgado,DIREITO ADMINISTRATIVO,Saber se é devida a manutenção do pagamento de adicional de insalubridade ao servidor público durante o exercício de trabalho remoto por motivo de força maior (pandemia de Covid-19).,"Não há direito à continuidade do pagamento do adicional de insalubridade quando o servidor público está em trabalho exclusivamente remoto e afastado das causas que o motivaram, por motivo de força maior, em decorrência da Pandemia da Covid-19.",PEDILEF 5031629-51.2021.4.04.7200/SC,16/08/2023,Juíza Federal Lilian Oliveira da Costa Tourinho,17/04/2024,18/04/2024,19/06/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-334.pdf
335,Sobrestado - Tema 1290/STJ,DIREITO PREVIDENCIÁRIO/TRIBUTÁRIO,"Saber se é devido o pagamento de salário maternidade à segurada gestante cujo serviço desempenhado é incompatível com a prestação de atividades à distância, tendo em vista o disposto na Lei nº 14.151/2021, que prevê o afastamento das atividades presenciais da segurada gestante durante a emergência de saúde pública decorrente do novo Coronavírus.","Enquadra-se como salário-maternidade a remuneração paga às trabalhadoras gestantes afastadas por força da Lei 14.151/21, quando comprovada a incompatibilidade com o trabalho à distância e for inviável a alteração de suas funções.",PEDILEF 5029053-17.2021.4.03.6100/SP PEDILEF 1050950-69.2021.4.01.3500/GO,16/08/2023,Juíza Federal Lilian Oliveira da Costa Tourinho,04/09/2024,05/09/2024 05/09/2024,Feito sobrestado até o julgamento do Tema 1290/STJ,outputs\runs\run-20260614T135519671765Z\data\themes\tema-335.pdf
336,Julgado,DIREITO ADMINISTRATIVO,Saber se é válido o ato de renúncia pelo servidor público federal à ajuda de custo e transporte de que trata o artigo 53 da Lei n. 8.112/90.,"É indisponível o direito do servidor público federal à ajuda de custo e transporte de que trata o artigo 53 da Lei n. 8.112/90, sendo vedado condicionar sua cessão para o exercício de cargo em comissão, com mudança de sede, à renúncia desse direito.",PEDILEF 1000737-52.2019.4.01.4301/TO,16/08/2023,Juiz Federal João Carlos Cabrelon de Oliveira,12/02/2025,14/02/2025,24/03/2025,outputs\runs\run-20260614T135519671765Z\data\themes\tema-336.pdf
337,Em Julgamento,DIREITO PREVIDENCIÁRIO,"Saber se a exposição a pressão atmosférica anormal, no exercício da atividade de aeronauta, leva ao enquadramento de atividade especial depois de 28/04/1995, quando entrou em vigor a Lei 9.032/1995.",,PEDILEF 5018712-43.2020.4.04.7100/RS PEDILEF 5019035-87.2021.4.04.7205/SC,16/08/2023 16/08/2023,Juiz Federal Giovani Bigolin,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-337.pdf
338,Em Julgamento,DIREITO PREVIDENCIÁRIO,"Definir se a tese jurídica firmada no Tema nº 255 dos representativos de controvérsia deve ser revista, diante de acórdãos supervenientes do Superior Tribunal de Justiça que albergaram entendimento diverso.",,PEDILEF 0007105-51.2019.4.03.6302/SP,16/08/2023,Juiz Federal Odilon Romano Neto,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-338.pdf
339,Julgado,DIREITO TRIBUTÁRIO,"Definir se, diante alterações empreendidas pelas Leis nº 12.702/2012 e 13.324/2016, que possibilitaram a incorporação da GACEN aos proventos de aposentadoria, incide contribuição previdenciária sobre a GACEN.","As alterações empreendidas pelas Leis nº 12.702, de 07.08.2012 e nº 13.324, de 29.07.2016, não possibilitam a incidência da contribuição previdenciária sobre a Gratificação Especial de Atividade de Combate e Controle de Endemias - GACEN, por não compor a base de cálculo da contribuição previdenciária do PSS do servidor público federal, ex vi, artigo 4º da Lei nº 10.887, de 18.06.2004, associada ao inciso II, do artigo 55, da Lei nº 11.784, de 22.09.2008, sendo uma parcela remuneratória paga em decorrência de local de trabalho.",PEDILEF 0000981-71.2018.4.01.3900/PA,16/08/2023,Juiz Federal Francisco de Assis Basílio de Moraes - Para acórdão: Juiz Federal Odilon Romano Neto,12/02/2025,17/02/2025,27/03/2025,outputs\runs\run-20260614T135519671765Z\data\themes\tema-339.pdf
340,Julgado,DIREITO ADMINISTRATIVO,"Saber quais os efeitos das alterações decorrentes da Lei nº 13.954/2019 ao Estatuto dos Militares (Lei nº 6.880/80), no que tange ao reconhecimento da qualidade de dependente de militar, na condição de genitora viúva, para fins de direito à assistência médico-hospitalar.",A mãe de militar que se tornou viúva antes da vigência da Lei nº 13.954/2019 tem direito adquirido à assistência médico-hospitalar desde que comprovados os requisitos previstos na redação original da Lei nº 6.880/80 - condição de viúva e não receber remuneração - independentemente da data em que ocorrer sua inscrição nos assentamentos funcionais do militar.,PEDILEF 5006015-64.2020.4.02.5121/RJ,15/09/2023,Juiz Federal Neian Milhomem Cruz,17/04/2024,17/04/2024,RE 1517301/RJ,outputs\runs\run-20260614T135519671765Z\data\themes\tema-340.pdf
341,Julgado,DIREITO ADMINISTRATIVO,"Saber se a contagem do prazo mínimo de doze meses de exercício da docência, um dos requisitos para aquisição do direito ao abatimento mensal de 1% do saldo devedor consolidado nos contratos de Financiamento Estudantil, previsto no art. 6º-B, inciso I, da Lei nº 10.260/2001, deve ter como base de cálculo o período de janeiro a dezembro do ano anterior, conforme previsto no § 1º, art. 4º, da Portaria nº 07 de abril de 2013 ou deve ser computado desde o início do efetivo exercício até o implemento de 12 meses ininterruptos.","Na contagem do prazo de um ano de docência, para fins de aquisição do direito ao abatimento mensal de 1% do saldo devedor consolidado nos contratos de financiamento estudantil, previsto no art. 6º-B, inciso I, da Lei nº 10.260/2001, devem ser levados em consideração os meses laborados, inclusive, no ano em curso da solicitação de abatimento, e não apenas os meses trabalhados no ano anterior ao pedido. É ilegal a restrição contida na Portaria Normativa MEC/FIES nº 07, de 26/04/2013 que estabelece como base o período de janeiro a dezembro do ano anterior.",PEDILEF 5009358-24.2021.4.04.7111/RS,15/09/2023,Juíza Federal Lílian Oliveira da Costa Tourinho,13/03/2024,18/03/2024,24/04/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-341.pdf
342,Desafetado,DIREITO TRIBUTÁRIO,"Saber se incide contribuição previdenciária, cota da empregada, sobre o salário-maternidade no âmbito do Regime Geral de Previdência Social – RGPS.","Tema desafetado, em razão da afetação do Tema 1274/STF.",PEDILEF 5000526-28.2023.4.04.7209/SC,19/10/2023,Juiz Federal Neian Milhomem Cruz,22/11/2023,22/11/2023,29/01/2024 (baixa),outputs\runs\run-20260614T135519671765Z\data\themes\tema-342.pdf
343,Em Julgamento,DIREITO PREVIDENCIÁRIO,"Saber qual o termo inicial para fixação da data de início do benefício quando o perito judicial reconhece o estado incapacitante alegado pela parte desde o requerimento administrativo/cessação do benefício na via administrativa/propositura da ação, mas não sabe precisar, efetivamente, a data de início da incapacidade.",,PEDILEF 0523447-97.2020.4.05.8013/AL,19/10/2023,Juíza Federal Lílian Oliveira da Costa Tourinho,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-343.pdf
344,Julgado,DIREITO PREVIDENCIÁRIO,Saber se é devido salário-maternidade em razão de adoção de menor acima de doze anos de idade.,É devido o salário-maternidade pelo prazo de 120 dias ao segurado ou segurada adotante de menor de dezoito anos de idade.,PEDILEF 1006649-81.2020.4.01.3820/MG,19/10/2023,Juíza Federal Lilian Oliveira da Costa Tourinho,12/03/2025,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-344.pdf
345,Em Julgamento,DIREITO ADMINISTRATIVO,"Saber se o reconhecimento de tempo especial por exposição a agentes nocivos, prestado sob regime estatutário, ou seja, após o advento da Lei nº 8.112/90, justifica a fixação do termo inicial da prescrição quinquenal de fundo de direito em data diversa do ato de concessão da aposentadoria de servidor público, cuja revisão se almeja.",,PEDILEF 0002043-86.2013.4.01.3815/DF,22/11/2023 16/10/2024 (ED),Juiz Federal Neian Milhomem Cruz,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-345.pdf
346,Sobrestado - Tema 1233/STJ,DIREITO ADMINISTRATIVO,"Definir se a percepção da rubrica ‘abono de permanência EC 41/03 gratificação natalina’ configura duplicidade, em relação à pretensão de inclusão do abono de permanência na base de cálculo da gratificação natalina.",,PEDILEF 1015292-61.2020.4.01.4100/RO,14/12/2023,Juiz Federal Odilon Romano Neto,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-346.pdf
347,Em Julgamento,DIREITO PREVIDENCIÁRIO,"Saber se o §10 do art. 198 da Constituição Federal de 1988, acrescentado pela EC 120/2022, alcança os períodos de labor anteriores à sua edição, bem como se a inovação legislativa implica a desnecessidade de aferir a probabilidade de exposição ocupacional a agentes biológicos com base na profissiografia.",,PEDILEF 5000482-58.2022.4.04.7010/PR,14/12/2023,Juiz Federal Neian Milhomem Cruz,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-347.pdf
